"Date","Price","Open","High","Low","Vol.","Change %"
"05/19/2026","82.97","82.25","84.11","82.25","87.17K","0.08%"
"05/15/2026","82.90","83.13","84.02","82.13","76.75K","-0.84%"
"05/14/2026","83.60","82.83","83.75","82.48","97.82K","2.00%"
"05/13/2026","81.96","81.02","82.40","80.85","192.06K","0.79%"
"05/12/2026","81.32","80.61","81.51","80.26","83.73K","0.46%"
"05/11/2026","80.95","81.73","81.83","78.80","127.24K","-0.43%"
"05/08/2026","81.30","83.37","83.37","80.60","92.59K","-1.91%"
"05/07/2026","82.88","82.40","83.25","81.06","93.17K","0.95%"
"05/06/2026","82.10","79.61","82.68","79.25","141.90K","5.66%"
"05/05/2026","77.70","75.91","79.90","75.68","196.89K","2.98%"
"05/04/2026","75.45","77.15","77.60","75.26","85.64K","-2.80%"
"05/01/2026","77.62","79.41","79.41","77.33","103.38K","-1.80%"
"04/30/2026","79.04","77.57","79.11","77.57","81.85K","1.44%"
"04/29/2026","77.92","78.71","78.83","77.34","85.51K","-1.22%"
"04/28/2026","78.88","78.75","79.89","78.10","44.60K","0.37%"
"04/27/2026","78.59","79.20","80.36","78.04","86.63K","-1.01%"
"04/24/2026","79.39","79.51","80.50","78.80","46.47K","0.47%"
"04/23/2026","79.02","79.00","79.25","78.11","60.26K","0.09%"
"04/22/2026","78.95","82.10","82.77","78.50","112.85K","-3.78%"
"04/21/2026","82.05","83.50","84.88","81.91","44.42K","-2.24%"
"04/20/2026","83.93","83.03","84.49","82.54","34.96K","0.48%"
"04/17/2026","83.53","82.00","85.00","82.00","227.06K","2.87%"
"04/16/2026","81.20","82.00","82.33","80.63","51.27K","-0.98%"
"04/15/2026","82.00","82.66","82.73","81.61","68.66K","-1.05%"
"04/14/2026","82.87","82.18","83.45","82.00","88.13K","1.88%"
"04/13/2026","81.34","80.13","81.42","79.66","94.85K","0.04%"
"04/10/2026","81.31","82.03","82.40","80.53","112.18K","0.05%"
"04/09/2026","81.27","82.79","83.97","81.12","74.99K","-3.02%"
"04/08/2026","83.80","84.96","86.25","83.49","93.17K","2.61%"
"04/07/2026","81.67","84.46","84.46","80.94","64.59K","-2.69%"
"04/06/2026","83.93","82.72","84.84","82.72","33.74K","1.41%"
"04/02/2026","82.76","80.13","82.82","79.14","37.18K","1.93%"
"04/01/2026","81.19","80.59","82.40","80.30","81.36K","1.06%"
"03/31/2026","80.34","79.04","80.53","79.04","96.48K","2.19%"
"03/30/2026","78.62","80.16","80.16","78.27","50.16K","-1.68%"
"03/27/2026","79.96","80.36","80.50","77.90","100.62K","-0.81%"
